scientificName,Taxon,phylum,class
"",Castilla elastica Sesse,"",""
"",Castilla elastica Sessé,"",""
"",Casuarina cunninghamiana x glauca,"",""
Casuarina glauca Sieber,Casuarina glauca,"",""
"",Casuarina glauca Sieber ex Spreng.,"",""
"",Casuarina glauca Spreng.,"",""
"",Casuarina torulosa,"",""
"",Casuarina verticellata Lamarck,"",""
"",Cathartus advena,"",""
"",Caucalis bischofii Bisch.,"",""
"",Caucalis latifolia,"",""
"",Caucalis platycarpos var. platycarpos,"",""
"",Caulerpa filiformis (Suhr) Hering,"",""
"",Caulerpa racemosa f. requienii (Montagne) Weber Bosse 1913,"",""
"",Caulerpa racemose var lamourouxii,"",""
"",Caulerpa scalpelliformis,"",""
"",Caulerpa scalpelliformis (R.Brown ex Turner) C.Agardh,"",""
"","Caulerpa scalpelliformis (R.Brown ex Turner) C.Agardh, 1817","",""
"","Caulerpa taxifolia var distichophylla (Sonder) Verlaque, Huisman & Procacini, 2013","",""
"",Caulerpa taxifolia var. distichophylla,"",""
"","Caulerpa taxifolia var. distichophylla (Sonder) Verlaque, Huisman & Procaccini, 2013","",""
"",Caverelius saccharivorus,"",""
"",Ceanothus x delilianus,"",""
"",Ceanothus x delilianus Spach,"",""
"",Celastrus orbicularis Thunb.,"",""
"",Celastrus orbiculatus C.P. Thunberg ex A. Murray,"",""
"",Celastrus orbiculatus C.P.Thunberg ex A.Murray,"",""
"",Celastrus orbiculatus L.,"",""
"",Celosia argentea var. argentea,"",""
"",Cenchrus alopecuroides (L.) Spreng.,"",""
"",Centaurea cheiranthifolia var. cheiranthifolia,"",""
"",Centaurea dealbata,"",""
"",Centaurea diffusa x stoebe subsp. micranthos,"",""
"",Centaurea diffusa x stoebe subsp. stoebe,"",""
"",Centaurea elegans,"",""
"",Centaurea elongata Desf. ex DC.,"",""
"",Centaurea jacea x debeauxii,"",""
"",Centaurea maculosa,"",""
"",Centaurea nigra nemoralis,"",""
"",Centaurea ruthenica,"",""
"",Centaurea sphaerocephala subsp. lusitanica (Boiss. & Reut.) Nyman,"",""
"",Centaurea stoebe subsp. micranthos (S.G.Gmel. ex Gugler) Hayek,"",""
"",Centaurea triumfettii (Klok.) Soják,"",""
"",Centrodinium complanatum,"",""
"",Centrosema pubescens subsp. punctatum,"",""
"",Centurus carolinensis,"",""
"",Cephaloidophora mucronata (Codreanu-Balcescu 1995),"",""
"",Cephaloidophora similis,"",""
"",Cepolis varians,"",""
"","Ceramium atrorubescens Kylin, 1938","",""
"",Ceramium graecum,"",""
"",Ceramium graecum Lazaridou & Boudouresque,"",""
"",Ceramium strobiliforme,"",""
"",Cerastium brachypetalum subsp. tenoreanum (Ser.) Soó,"",""
"",Cerastium glmeratum Thuilli.,"",""
"",Cerastium holosteoides Fr.,"",""
"",Cerastium holosteoides Fries,"",""
"",Cerastium pumilum var. glutinosum (Čelak.) E.Rico,"",""
"",Cerastium viscosum,"",""
"",Cerastium vulgatum,"",""
"",Cerasus tomentosa (Thunb.) Wall. ex T.T. Yu & C.L. Li,"",""
"",Cerasus tomentosa (Thunb.) Wall. ex T.T.Yu & C.L.Li,"",""
"",Ceratochloa catartica,"",""
"",Ceratochloa marginata,"",""
"",Ceratoperidinium margalefii A.R.Loeblich III,"",""
"",Cercaria batillariae,"",""
"","Cercaria batillariae Shimura & Ito, 1980","",""
"",Cereus fernambucensis subsp. Fernambucensis,"",""
"",Cereus variabilis,"",""
"",Ceritidium diplax,"",""
"",Ceroplastes jasponicus,"",""
"",Cerosipha subterranea,"",""
"",Cerpidula onyx,"",""
"",Cervus axis,"",""
"",Cervus elaphus subsp. sibiricus,"",""
"",Cestrum aurantiacum sp. lindley,"",""
"",Cestrum newellii,"",""
"",Cestrum parqui (Lam.) L,"",""
"",Chaemasyce hirta,"",""
"",Chaenorhinum origanifolium (L.) Kostel.,"",""
"",Chaerophyllum bulbosum subsp. prescottii (DC.) Nyman,"",""
"","Chaetoceros rostratus Ralfs, 1864","",""
"",Chaitophorus quinquemaculatus,"",""
Chamaecrista pumila (Lam.) V.Singh,Chamaecrista pumila,"",""
"",Chamaecrista pumila (Lam.) K.Larsen,"",""
"",Chamaecyparis prolifer,"",""
"",Chamaecyparis thujoides,"",""
"",Chamaecytisus palmensis,"",""
"",Chamaecytisus trifllorus,"",""
"",Chamaedora elegans Mart.,"",""
"","Chamaeleo melleri Gray, 1865","",""
"","Chamaemelum nobile, var. discoideum","",""
"",Chamaerhodos erecta subsp. nuttallii (Pickering ex Torr. & A.Gray) Hult‚n,"",""
"",Chamaerops excelsa,"",""
"",Cheimophila salicella,"",""
"",Cheiracus sulcatus,"",""
"",Chelidonium corniculatum,"",""
"",Chelon carinata,"",""
"",Chenopodium album L. x hircinum,"",""
"",Chenopodium album subsp. borbasii,"",""
"",Chenopodium album subsp. densifolium Ludwig & Aellen,"",""
"",Chenopodium album var. album,"",""
"",Chenopodium album x berlandieri,"",""
"",Chenopodium album x hircinum,"",""
"",Chenopodium ambrosioides,"",""
"",Chenopodium ambrosioides Bert. ex Steud.,"",""
"",Chenopodium ambrosioides var. ambrosioides,"",""
"",Chenopodium anthelminticum,"",""
"",Chenopodium borbasioides Ludwig ex Ascherson & Graebner,"",""
"",Chenopodium capitatum Wats. ex Britton,"",""
"",Chenopodium desiccatum var. leptophylloides (Murr) Wahl,"",""
"",Chenopodium hederiforme (Murr) Aell.,"",""
"",Chenopodium macrospermum,"",""
"",Chenopodium opulifolium Schrad. ex W. D. J. Koch & Ziz,"",""
"",Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz,"",""
Chenopodium opulifolium Schrad.,Chenopodium opulifolium,"",""
"",Chenopodium polyspermum var. acutifolium (Sm.) Gaudin,"",""
"",Chenopodium probstii Aell.,"",""
"",Chenopodium pumilio R. Br. [= Ch. carinatum R. Br.],"",""
"",Chenopodium rubrum,"",""
"",Chenopodium rubrum var. rubrum,"",""
"",Chenopodium schraderianum Schult. [= Ch. foetidum Schrad.],"",""
"",Chenopodium strictum subsp. striatiforme (J.Murr) Uotila,"",""
"",Chenopodium strictum subsp. strictum,"",""
"",Chenopodium strictum var. glaucophyllum,"",""
"",Chenopodium vachelii,"",""
"",Chenopodium virgatum,"",""
"",Chilocorus baileyi,"",""
"",Chilomenes sexmaculata,"",""
"",Chironomus tainanus,"",""
"",Chlamisus gibbosa,"",""
"",Chlamisus mimosae,"",""
"",Chlidonias hybridus hybridus,"",""
"",Chloeocharis debilicorins,"",""
"",Chloris canterae var. canterae,"",""
"",Chloris canterae var. grandiflora (Roseng. & Izag.) D.E.Anderson,"",""
"",Chloris divargita,"",""
"",Chloris petraea,"",""
"",Chlumetia brevisigna,"",""
"",Chondria harveyana (J.Agardh) De Toni,"",""
"",Chopardina schiavazzii,"",""
"",Chrysalidocarpu lutescen,"",""
"",Chrysanthemoides monilifera subsp. rotundata (DC.) Norl.,"",""
"",Chrysanthemum balsamita,"",""
"",Chrysanthemum segetum,"",""
"",Chrysanthemum vulgare,"",""
"",Chrysis shanghaiensis,"",""
"",Chrysocoma tenuifolia,"",""
"",Chrysoethia durella,"",""
"",Chrysogonum verticillata,"",""
"",Chrysolina gysophilae,"",""
"",Chrysolina picturata,"",""
"",Chrysomphalus ficus,"",""
"",Chrysonotomyia trifolii,"",""
"",Chrysophtharta m-fuscum,"",""
"",Chytranthus pinnata,"",""
"",Cicerbita macrophylla subsp. macrophylla,"",""
"",Cicerbita macrophylla subsp. uralensis (Rouy) P.D.Sell,"",""
"",Cichorium endivia Schousb.,"",""
"",Cimex leetularis,"",""
"",Cinnamomum burmanni,"",""
"",Ciparsgopaludina chinensis,"",""
"","Circenita varia (Born, 1778)","",""
"",Cirenita callipyga,"",""
"",Cirolani harfordi,"",""
"",Cirsium erisithales x spinosissimum,"",""
"","Cis bilamellatus Fowler in Wood, 1884","",""
"",Cissus sicyoides L.Cissus verticillata (L.) Nicolson &C.E. Jarvis,"",""
"",Cistus laurifolius subsp. atlanticus (Pit.) Sennen & Mauricio,"",""
"",Citharexylum quadrangular,"",""
"",Citheron praedonius,"",""
"",Citrullus lanatus var. citroides (L.H.Bailey) Mansf.,"",""
"",Citrus nobilis,"",""
"",Citrus trifoliata hort.,"",""
"",Cladium tetraquetrum var. planifolium Benth.,"",""
"",Clarkia elegans,"",""
"",Clathrus ruber Mich.,"",""
"",Clavibater michiganensis,"",""
"",Claviceps purpurea var. spartinae R.A.Duncan & J.F.White,"",""
"",Claytonia linearis,"",""
"","Cleidodiscus monticelli (Cognetti de Martiis, 1924)","",""
"",Clematis duchess,"",""
"",Clematis florida C.P.Thunberg ex A.Murray,"",""
"",Cleome monophylla,"",""
"",Cleome rutidosperma var. burmannii (Wight & Arn.) Siddiqui & S.N.Dixit,"",""
"",Cleome serrulata,"",""
"",Clerodendrum lindleyi var. paniculatum Moldenke,"",""
"",Clerodendrum speciosissimum Van Geert ex C.Morren,"",""
"",Clerodendrum trichotomum var. ferrugineum Nakai,"",""
"",Clerodendrum x speciosum Dombrain,"",""
"",Clidemia epiphytica var. trichocalyx (S.F. Blake) Wurdack,"",""
"","Clinodiplosis cattleyae (Molliard, 1903)","",""
"",Clinopodium menthifolium subsp. Menthifolium,"",""
"",Clinopodium nepeta subsp. glandulosum (Req.) Govaerts,"",""
"",Clogmia albipunctata,"",""
"",Clypastraea pulchella,"",""
"",Cneorum tricoccum,"",""
"",Cobea scandens,"",""
"",Coccinasterias tenuispina,"",""
"",Coccotrypetes carpophagus,"",""
"",Coccotrypetes dactyliperda,"",""
"",Coccotrypetes rhizophorae,"",""
"",Coccus elongatus,"",""
"",Cochlicella ventrosa,"",""
"","Cochlicopa lubricella (Rossmassler, 1834) Rossmassler, 1834","",""
"",Codium fragile subsp. Fragile,"",""
"",Codium fragile subsp. tomentosoides (Goor) P.C.Silva,"",""
"",Codium pulvinatum,"",""
"",Coelocephalapion aceleatum,"",""
"",Coelocephalapion pigrae,"",""
"",Coelogyne bufordiense,"",""
"",Coelosternus leporinus,"",""
Coffea liberica W.Bull,Coffea liberica,"",""
"",Coffea liberica Hiern,"",""
"",Coix lachrymajobi,"",""
"",Coleus scutellarioides Elmer,"",""
"","Colinus virginianus (Wetmore, 1962)","",""
"",Collocalia fuciphaga,"",""
"",Collomia cavanillesi,"",""
"",Colocasia esculenta var. nymphaeifolia (Kunth) A.F.Hill,"",""
"",Colopterus abdominalis,"",""
"",Colutea arborescens x orientalis,"",""
"",Colutea x media Willd. (C. arborescens x D,"",""
"",Colvillea racemosa Boj.,"",""
"",Comarum palustre x Fragaria x ananassa Pink Panda,"",""
"",Compsopogon coeruleus Mont.,"",""
"",Conoderus submarmoratus,"",""
"",Consolida regalis subsp. paniculata,"",""
"",Consolida regalis subsp. paniculata (Host) Soó,"",""
"",Consolida regalis subsp. regalis,"",""
"",Continarinea pyrivora,"",""
"",Convallaria majalis var. transcaucasica,"",""
"",Conyza aegyptiaca Schumach. & Thonn.,"",""
"",Conyza bonariensis x canadensis,"",""
"",Conyza canadense,"",""
"",Conyza canadensis var. canadensis,"",""
"",Conyza canadensis var. pusilla (Nutt.) Cronquist,"",""
"",Conyza floribunda,"",""
"",Conyza floribunda x Erigeron acris,"",""
"",Conyza ivifolia,"",""
"",Conyza sumatrensis x Erigeron acris,"",""
"",Conza bonariensis,"",""
"",Conza canadensis,"",""
"",Copaifera media,"",""
"",Coprica hirtula,"",""
"",Coptocerus rubripes,"",""
"",Cordia curassavica Vahl,"",""
"","Coregonus muskun (Pallas, 1814)","",""
Coreopsis grandiflora Hogg ex Sw.,Coreopsis grandiflora,"",""
"",Coreopsis grandiflora Hogg ex Sweet,"",""
"",Coreopsis tinctoria Lange,"",""
"",Coriscus pilosulus,"",""
"",Corispermum elongatum Bunge ex Maxim.,"",""
"","Corispermum pallasii Steve, C. hyssopifolium L. var. Leptopterum","",""
"",Corispermum pallasii subsp. membranaceum (Bisch. ex Shnittspalm) Tzvelev,"",""
"","Cornu asperum (O.F.Müller, 1774)","",""
"",Cornus alba subsp. alba,"",""
"",Cornus alba subsp. stolonifera (Michx.) Wangerin,"",""
"",Cornus sericea subsp. Sericea,"",""
"",Coronilla repanda Boiss.,"",""
"",Coronopus didymous,"",""
"",Corophium ascherusicum,"",""
"",Cortinicara hirtalis,"",""
"",Corylus avellana x maxima,"",""
"",Corynophlaea cystophorae J.Agardh,"",""
"",Cosymbia serrulata,"",""
"",Cotoneaster amoneus,"",""
"",Cotoneaster conspicuus x dammeri,"",""
"",Cotoneaster dammeri x conspicuus,"",""
"",Cotoneaster dielsianus E.Pritz. ex Diels,"",""
"",Cotoneaster frigidus x salicifolius,"",""
"",Cotoneaster nanshan A.Vilm. & Millet ex Millet,"",""
"",Cotoneaster salicifolius x dammeri,"",""
"",Cotoneaster x watereri Exell (C. frigidus,"",""
"",Cotton Leaf,"",""
"",Cotyledon orbiculata var. oblongata (Haw.) DC.,"",""
"","Crassicorophium bonelli (H.Milne Edwards, 1830)","",""
"",Crassula acutifolia,"",""
"",Crassula campestris Harv.,"",""
"",Crataegus calycina subsp. curvisepala (Lindm.) Franco,"",""
"",Crataegus flabellata var. grayana,"",""
"",Crataegus flabellata var. grayana (Eggl.) E.J.Palmer,"",""
"",Crataegus heterophylla x monogyna,"",""
"",Crataegus laciniata Willk.,"",""
"",Crataegus laevigata x Mespilus germanica,"",""
"",Crataegus macracantha,"",""
"",Crataegus mexicana D.Don,"",""
"",Crataegus monogyna x heterophylla,"",""
"",Crataegus prunifolia,"",""
"",Crataegus pubescens,"",""
"",Crataemespilus gillotii,"",""
"","Crenichthys baileyi grandis Williams & Wilde, 1981","",""
"",Crepis sancta subsp. nemausensis (P.Fourn.) Babc.,"",""
"",Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell. ex Schinz & R. Keller,"",""
"",Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,"",""
"",Cricotopus bincinctus,"",""
"","Criocauter buxi (Boyer de Fonscolombe, 1834)","",""
"",Critesion vulgare,"",""
"",Crocidura caerulea,"",""
"",Crocosmia aurea x masoniorum x pottsii,"",""
"",Crocosmia x Crocosmiiflora (Lemoine) N.E.Br.,"",""
"",Crocus biflorus subsp. adamii (J.Gay) K.Richt.,"",""
"",Crocus biflorus x chrysanthus,"",""
"",Crocus serotinus subsp. salzmannii (J.Gay) B.Mathew,"",""
"",Crocus vernus subsp. albiflorus,"",""
"",Crocus vernus subsp. vernus,"",""
"",Croesia holmiana,"",""
"",Croesia zimmermani,"",""
"",Cronartium ribicola J.C.Fischer ex Rabenhorst,"",""
"",Crossandra infundibuliformis subsp. brachystachys (Franch.) Napper,"",""
"",Crotalaria agatiflora Schweinf.,"",""
Crotalaria agatiflora Schweinf. ex L.Höhn.,Crotalaria agatiflora,"",""
"",Crotalaria agatiflora subsp. agatiflora,"",""
"",Crotalaria bialata,"",""
"",Crotalaria distans subsp. macrotropis,"",""
"",Crotalaria lanata,"",""
"",Crotalaria retusa var. retusa,"",""
"",Crotalaria spinosa Hochst.,"",""
"","Cryphalus asperatus Gyllenhal, 1813","",""
"",Crypsis schoenoides,"",""
"","Cryptamorpha desjardinsii (Guérin-Méneville, 1844)","",""
"","Cryptamorpha desjardinsii (Guérin-Ménéville, 1844)","",""
"",Cryptarcha nitidisssima,"",""
"",Cryptococcus fagi,"",""
"",Cryptocoryne crispatula subsp. balansae,"",""
"",Cryptopleurum laminatus,"",""
"","Cryptopleurum laminatus Sharp, 1873","",""
"","Cryptopygus thermophilus (Axelson, 1900)","",""
"",Cryptorrhynchus lapathi,"",""
"",Cryptostegia grandiflora x madagascariensis,"",""
"",Ctenopahryngodon idella,"",""
"",Ctenopharyngodon x Hypophthalmichthys idella x nobilis,"",""
"",Cucumber green,"",""
"",Cucumber green mottle mosaic virus (CGMMV),"",""
"",Cucumis anguria var. anguria,"",""
"",Cucumis melo var. dudaim,"",""
"",Cucurbita melopepo Lour.,"",""
"",Cupressus torulosa D.Don ex Lamb.,"",""
"",Cuscuta australis,"",""
"",Cuscuta australis subsp. cesatiana (Bertol.) O. Schwarz,"",""
"",Cuscuta bucharica Palib. ex Fedschenko,"",""
"",Cuscuta caesattiana Bertol.,"",""
"",Cuscuta epithymum subsp. Epithymum,"",""
"","Cuscuta epithymum subsp. trifolii Simonk., 1887","",""
"",Cuscuta epithymum var. kotschyi (Des Moul.) Engelm.,"",""
"",Cuscuta pentagona var. pentagona,"",""
"",Cuscuta tinei Insenga,"",""
"",Cyathea divergens var. tuerckheimii (Maxon) R.M. Tryon,"",""
"",Cyclachaena xanthifolia,"",""
"",Cyclindrotheca closterium,"",""
"",Cyclops kolensis,"",""
"",Cyclops vicinus,"",""
"","Cyclops vicinus Uljanin, 1875","",""
"",Cyclorhipidion californicus,"",""
"",Cylindromyrmex whymperi,"",""
"",Cylindropuntia fulgida var. fulgida,"",""
"",Cymbalaria muralis G.Gaertn. et al.,"",""
"",Cymbalaria muralis L.,"",""
"",Cynara cardunculus var. scolymus,"",""
"",Cynodon aethiopicus x nlemfuensis,"",""
"",Cynodon incompletus Nees var. hirsutus,"",""
"",Cynoglossum wallichii var. glochidiatum (Wall. ex Benth.) Kazmi,"",""
"",Cynoscion nebulosus x C. xanthulus,"",""
"","Cynthia cardui Linnaeus, 1758","",""
"","Cynthia carye Hübner, 1806-1816","",""
"",Cyperus corymbosus Palla,"",""
"",Cyperus esculentus L. var. leptostachyus,"",""
"",Cyperus esculentus Liebm,"",""
"",Cyperus esculentus var. leptostachyus Boeckeler,"",""
"",Cyperus esculentus var. sativus Boeckeler,"",""
"",Cyperus flabelliformis,"",""
"",Cyperus involucratus,"",""
"",Cyperus involucratus Houtt.,"",""
"",Cyperus ovularis,"",""
"",Cyperus rivularis,"",""
"",Cyperus sumatrensis,"",""
"",Cyperus tenellus,"",""
"",Cyperus tenuiflorus,"",""
"",Cyphocarpus angustifolia,"",""
"",Cyphocarpus wilmsii,"",""
"",Cyprinodon macularius macularius,"",""
"","Cyprinodon nevadensis amargosae Miller, 1948","",""
"",Cyprinus carpio nudus,"",""
"",Cyrthognathus forficatus,"",""
"","Cyrtogenius luteus Blandford, 1894","",""
"",Cyrtoneuropsis rescita,"",""
"","Cyrtopodion caspius Eichwald, 1831","",""
"",Cyrtorhinus mundulus,"",""
"",Cysticus convexus,"",""
"",Cytisus elongatus,"",""
"",Cytisus fragrans,"",""
"",Cytisus hirsutus,"",""
"",Cytisus lilac,"",""
"",Cytisus praecox Beauverd,"",""
"",Cytisus scoparius var. andreanus (Puiss.) Dippel,"",""
"",Dacrydium cupressinum,"",""
"",Dactyloctenium aegypticum,"",""
"","Dactylosiphon bullosus (D.A.Saunders) Santiañez, K.M.Lee, S.M.Boo & Kogame","",""
"",Dactylosphaera vitifolii,"",""
"","Dactylotrypes longicollis (Wollaston, 1864) Wollaston, 1864","",""
"",Dahlia coccinea x Dahlia pinnata,"",""
"",Dahlia coccinea x pinnata,"",""
Dahlia imperialis Roezl,Dahlia imperialis,"",""
"",Dahlia imperialis Roezl ex Ortgies,"",""
"",Dalbergia cultrata Benth.,"",""
"",Dalea carthagenensis var. floridana (Rydb.) Barneby,"",""
"",Damalina meyeri,"",""
"",Daphne x hybrida,"",""
"",Dasiphora davurica (Nestl.) Kamarov,"",""
"",Dasypus novemticus,"",""
"",Dasypyrum villosum (L.) P.Candargy,"",""
"",Daucosma laciniata,"",""
"",Daucus brachiatus,"",""
"",Davallia mariesii,"",""
"",Delairea odorata Lam.,"",""
"",Delphinium cardiosepalum,"",""
"",Delphinium elatum-group,"",""
"",Demarestia viridis,"",""
"",Dendostrea crenulifera,"",""
"",Dendranthema lavandulifolium var. seticuspe (Maxim.) C.Shih,"",""
"",Dendrobaena austriaca,"",""
"",Dendrobium undulatum x phalaenopsis,"",""
"",Dendrocalamopsis beechiana (Munro) Keng f.,"",""
"",Dendrosenecio johnstonii subsp. Johnstonii,"",""
"",Deroptilinus granicollis,"",""
"",Deschampsia cespitosa subsp. Cespitosa,"",""
"",Desmodium heterocarpon var. strigosum Meeuwen,"",""
"",Desmodium salicifolium,"",""
"",Deucalion levringii,"",""
"",Deyeuxia angustifolia,"",""
"",Diaachus auratus,"",""
"","Diabrotica undecimpunctata Jacoby, 1879","",""
"",Diabrotica virgifera,"",""
"","Diabrotica virgifera J. L. LeConte, 1868","",""
"","Diabrotica virgifera J.L.LeConte, 1868","",""
"",Dianthus caryophyllus x gratianopolitanus,"",""
"",Dianthus caryophyllus x gratianopolitanus x plumarius,"",""
"",Dianthus caryophyllus x plumarius,"",""
"",Dianthus fisheri,"",""
"",Dianthus gratianopolitanus x plumarius,"",""
"",Dianthus hyssopifolius subsp. gallicus (Pers.) M.Laínz & Muñoz Garm,"",""
"",Diaspis carueli,"",""
"",Diaspis divonis,"",""
"",Dichanthelium acuminatum var. acuminatum,"",""
"",Dichanthelium dichotomum var. dichotomum,"",""
"",Dichanthelium sphaerocarpon var. sphaerocarpon,"",""
"",Dichanthelium strigosum var. strigosum,"",""
"",Dichorisandra musaica Koch & Linden ex K.Koch,"",""
"",Dicksonia anarctica,"",""
"",Dicksonia antartica,"",""
"",Dicksonia fibrosia,"",""
"",Dicksonia fibrosia Col.,"",""
"",Dicranosterna sempipunctata,"",""
"",Dictyocha polyaetis,"",""
"",Dictyopteris prolifera,"",""
"",Dictyospermum album,"",""
"",Didemnum species,"",""
"","Didemnum vexillum Romanov, 1989","",""
"",Didemnun granulatum,"",""
"",Didemnun psammathodes,"",""
"",Didemnun rodriguesi,"",""
"",Digitalis borbonica,"",""
"",Digitaria eriantha subsp. pentzii (Stent) Kok,"",""
"",Digitaria sanguinalis subsp. pectiniformis Henrard,"",""
"",Digitaria sanguinalis var. sanguinalis,"",""
"",Dimorphotheca ecklonis,"",""
"",Dinophysis lativelata,"",""
"",Diodia virginiana Walter,"",""
"",Diomus subclarus,"",""
"",Dioscorea cayennensis,"",""
"",Diosma ericoides,"",""
"",Diospyros digyna,"",""
"",Diplazium thwaitesii,"",""
Dipsacus fullonum S.G.Gmel.,Dipsacus fullonum,"",""
"",Dipsacus fullonum L.,"",""
"",Dipsacus fullonum Thore,"",""
"",Dipsacus fullonum x sativus,"",""
"",Dipsacus x pseudosilvester,"",""
"",Disakisperma dubia,"",""
"","Discoglossus pictus auritus Héron-Royer, 1888","",""
"",Disonycha argentinensis,"",""
"",Dissodinium pseudocalani,"",""
"","Dissodinium pseudocalani (Gonnert) Drebes ex Elbrachter & Drebes, 1978","",""
"",Ditrichophora flavitarsis,"",""
"",Dixenes taylori,"",""
"",Dizygotheca vieillardi,"",""
"",Dodonaea viscosa Sieber ex Schltdl.,"",""
"",Dohrnophora cornuta,"",""
"",Dolichodinium lineatum,"",""
"",Dolichos lignosus,"",""
"",Dorcadothrips billeni,"",""
"","Dorcadothrips billeni zur Strassen, 1995","",""
"",Dorcadothrips xanthius,"",""
"",Dorcadothrips xanthus,"",""
"",Dorcus titanus,"",""
"",Doronicum columnae x pardalianches x plantagineum,"",""
"",Doronicum pardalianches x plantagineum,"",""
"",Doronicum plantagineum subsp. emarginatum (H.J.Coste) P.Fourn.,"",""
"",Dorycnium pentaphyllum subsp. herbaceum (Vill.) Rouy,"",""
"",Draba muralis Hook.,"",""
"",Dracopsis amplexicaulis,"",""
"",Dreissena polymorpha polymorpha,"",""
"",Drosophila carinata,"",""
"","Dryocoetes affaber (Mannerheim, 1852) Mannerheim, 1852","",""
"","Dryocoetes autographus (Ratzeburg, 1837) Ratzeburg, 1837","",""
"",Duchesnea indica var. indica,"",""
"",Duchesnia indica,"",""
"",Dusicyon griseus,"",""
"",Dyctina civica,"",""
"",Dysaulacorthum primulae,"",""
"",Earisa ansargei,"",""
"",Eblisia bakewelli,"",""
"",Echemeteryx madagascariensis,"",""
"",Echinochlea glabrescens,"",""
"",Echinochlea phyllopogan,"",""
"",Echinochloa crus,"",""
"",Echinochloa crus-galli subsp. spiralis (Vasinger) Tzvelev,"",""
"",Echinochloa crus-pavonis var. crus-pavonis,"",""
"",Echinochloa crusgalli,"",""
"",Echinodorus rostratus,"",""
"",Echium italicum (Lacaita) Greuter & Burdet,"",""
"",Echium pustulatum Sm.,"",""
"",Ecklonia cava,"",""
"",Ecklonia kurome,"",""
"",Ectocarpus caspicus,"",""
"",Ectocarpus caspicus A.Henckel,"",""
"",Edrosis sarcitrella,"",""
"",Edwardsiana froggatti,"",""
"",Egeria dense Planch.,"",""
"",Einadia trigonos subsp. stellulata (Benth.) Paul G.Wilson,"",""
"",Eiseniella tetraedra tetraedra,"",""
"",Elaeagnus angustifolia subsp. Angustifolia,"",""
"",Elaeagnus argentea,"",""
"",Elaeagnus pungens C.P.Thunb. ex A.Murray,"",""
"",Elaeagnus umbellata C.P. Thunb. ex A. Murray,"",""
"",Elaeagnus umbellata C.P.Thunb. ex A.Murray,"",""
"","Elamenopsis kempi (Chopra and Das, 1930)","",""
"",Elaphoidella bidens,"",""
"",Elatine hydropiper var. major (A.Braun) Fiori,"",""
"",Eleusine coracana subsp. africana (Kenn.-O'Byrne) Hilu & de Wet,"",""
"",Elymus bannaticus,"",""
"",Elymus caput-medusae,"",""
"",Elymus elongatus subsp. ponticus,"",""
"",Elymus hispidus subsp. barbulatus (Schur) Melderis,"",""
"",Elymus trachycaulus (A.Nelson) Á.Löve,"",""
"",Elytrigia repens Desv.,"",""
"",Elytrigia repens repens,"",""
"",Emericia patula,"",""
"",Empetrichthys latos latos,"",""
"",Empoasea eanavalia,"",""
"",Endophloeus porteri,"",""
"","Endophloeus porteri Brethes, 1927","",""
"",Enicostema axillare subsp. Axillare,"",""
"",Ensiculifera angulata,"",""
"",Eoophyla bilinealis,"",""
"",Epacris longifolia,"",""
"",Ephedra gerardiana Wall. ex Stapf,"",""
"",Ephedra saxatalis,"",""
"",Epidendrum radicans x secundum hybrid complex,"",""
"",Epilachna pusillanima,"",""
"",Epilobium billardeirianum,"",""
"",Epilobium brunnescens x ciliatum,"",""
"",Epilobium ciliatum subsp. Ciliatum,"",""
"",Epilobium ciliatum x lanceolatum,"",""
"",Epilobium tetragonum subsp. lamyi (F.W.Schultz) Nyman,"",""
"",Epilobium tetragonum subsp. tournefortii (Michalet) H.Lév.,"",""
"",Epinotia lantana,"",""
"","Epinotia laracana Kearfott, 1907","",""
"",Epiphyllum macropterum Britton & Rose,"",""
"",Epipremnum pinnatum cv. aureum,"",""
"",Epistomolichus reticulatus,"",""
"",Epithectis vepretella,"",""
"",Epitrioza neglecta,"",""
"","Epitrioza neglecta Loginova, 1977","",""
"",Epomphale menes,"",""
"",Equisetum ramosissimum subsp. debile (Roxb. ex Vaucher) Hauke,"",""
"",Eragrostis lacunaria Benth.,"",""
"",Eragrostis minor var. minor,"",""
"",Eragrostis tenuifolia Hochst.,"",""
"",Eranthemum albomarginatum B.S.Williams,"",""
"",Eranthemum purpureum,"",""
"",Erechtias minuscula,"",""
"",Erechtites minima,"",""
"",Erechtites valerianaefolia,"",""
"",Erechtites valerianaefolia (Wolf ex Rchb.) DC.,"",""
"",Erechtites valerianifolia,"",""
"",Erechtites valerianifolia (Link ex Wolf) Less. ex DC.,"",""
"",Ergasilus sieboldi,"",""
"","Ergasilus sieboldi von Nordmann, 1832","",""
"",Erica aurora,"",""
"",Erica carnea x erigena,"",""
"",Erica concinna,"",""
"",Erica herbacea,"",""
"",Erica jubilee,"",""
"",Erica mackinnoniae,"",""
"",Erica mediterranea,"",""
"",Erica ormondi,"",""
"",Erica persoluta,"",""
"",Erica virdipurpurea,"",""
"",Erica webbleyiana,"",""
"",Erigeron acer subsp. brachycephalus (H.Lindb.) Hiitonen,"",""
"",Erigeron acris x canadensis,"",""
"",Erigeron annuus (L.) Desf.,"",""
"","Erigeron annuus (L.) Desf., 1804","",""
