scientificName,Taxon_origName
Glossanodon leioglossus,Glossanodon leioglossus
Glossogobius giuris,Glossogobius giuris
Glycera alba,Glycera alba
Glycera capitata,Glycera capitata
Glycera longipinnis,Glycera longipinnis
Glycinde bonhourei,Glycinde bonhourei
Glycymeris arabica,Glycymeris arabica
Gmelinoides fasciatus,Gmelinoides fasciatus
Gnathia maxillaris,Gnathia maxillaris
Gnatholepis thompsoni,Gnatholepis thompsoni
Gnathophyllum modestum,Gnathophyllum modestum
Gnorimosphaeroma rayi,Gnorimosphaeroma rayi
Gobio gobio,Gobio gobio
Gobionellus oceanicus,Gobionellus oceanicus
Gobiopterus semivestitus,Gobiopterus semivestitus
Gobiosoma bosc,Gobiosoma bosc
Gobius cruentatus,Gobius cruentatus
Gobius xanthocephalus,Gobius xanthocephalus
Godiva quadricolor,Godiva quadricolor
Goneplax rhomboides,Goneplax rhomboides
Goniadella gracilis,Goniadella gracilis
Goniobranchus annulatus,Goniobranchus annulatus
Gonioinfradens paucidentatus,Gonioinfradens paucidentatus
Gonionemus vertens,Gonionemus vertens
Gonodactylaceus falcatus,Gonodactylaceus falcatus
Gonothyraea loveni,Gonothyraea loveni
Gracilaria arcuata,Gracilaria arcuata
Gracilaria arcuata var. attenuata,Gracilaria arcuata
Gracilaria arcuata var. snackeyi,Gracilaria arcuata
Gracilaria armata,Gracilaria armata
Gracilaria chorda,Gracilaria chorda
Gracilaria disticha,Gracilaria disticha
Gracilaria multipartita,Gracilaria multipartita
Gracilaria parvispora,Gracilaria parvispora
Gracilaria salicornia,Gracilaria salicornia
Gracilaria tikvahiae,Gracilaria tikvahiae
Agarophyton vermiculophyllum,Gracilaria vermiculophylla
Gracilechinus acutus,Gracilechinus acutus
Gracilechinus acutus norvegicus,Gracilechinus acutus
Gracilipurpura rostrata,Gracilipurpura rostrata
Gramma loreto,Gramma loreto
Grandidierella bispinosa,Grandidierella bispinosa
Grandidierella japonica,Grandidierella japonica
Grantessa intusarticulata,Grantessa intusarticulata
Grapsus granulosus,Grapsus granulosus
Grateloupia asiatica,Grateloupia asiatica
Grateloupia doryphora,Grateloupia doryphora
Grateloupia filicina,Grateloupia filicina
Grateloupia filicina f. pectinata,Grateloupia filicina
Grateloupia filicina f. cirrhosa,Grateloupia filicina
Grateloupia imbricata,Grateloupia imbricata
Grateloupia patens,Grateloupia patens
Grateloupia turuturu,Grateloupia turuturu
Griffithsia corallinoides,Griffithsia corallinoides
Griffithsia crassiuscula,Griffithsia crassiuscula
Griffithsia schousboei,Griffithsia schousboei
Grus grus,Grus grus
Guinearma alberti,Guinearma alberti
Gymnammodytes semisquamatus,Gymnammodytes semisquamatus
Gymnocephalus cernua,Gymnocephalus cernua
Gymnodinium aureolum,Gymnodinium aureolum
Gymnodinium catenatum,Gymnodinium catenatum
Gymnodinium fuscum,Gymnodinium fuscum
Gymnodinium impudicum,Gymnodinium impudicum
Gymnodinium nanum,Gymnodinium nanum
Gymnodinium nolleri,Gymnodinium nolleri
Gymnodinium pulchrum,Gymnodinium pulchrum
Gymnodinium stellatum,Gymnodinium stellatum
Gymnodinium uberrimum,Gymnodinium uberrimum
Gymnogongrus crenulatus,Gymnogongrus crenulatus
Gymnothorax reticularis,Gymnothorax reticularis
Gymnothorax tile,Gymnothorax tile
Gyrodactylus salmonis,Gyrodactylus salmonis
Gyrodinium cochlea,Gyrodinium cochlea
Gyrodinium corallinum,Gyrodinium corallinum
Pseliodinium fusus,Gyrodinium falcatum
Gyrodinium flagellare,Gyrodinium flagellare
Levanderina fissa,Gyrodinium instriatum
Gyrodinium varians,Gyrodinium varians
Haemulon plumierii,Haemulon plumierii
Halecium delicatulum,Halecium delicatulum
Halectinosoma abrau,Halectinosoma abrau
Halgerda willeyi,Halgerda willeyi
Haliaeetus albicilla,Haliaeetus albicilla
Haliaeetus leucocephalus,Haliaeetus leucocephalus
Haliastur indus girrenera,Haliastur indus
Haliastur indus,Haliastur indus
Halicarcinus quoyi,Halicarcinus quoyi
Halichoeres semicinctus,Halichoeres semicinctus
Halichondria (Halichondria) bowerbanki,Halichondria bowerbanki
Halichondria (Halichondria) melanadocia,Halichondria melanadocia
Halichondria (Halichondria) panicea,Halichondria panicea
Haliclona (Soestella) caerulea,Haliclona caerulea
Haliclona (Reniera) cinerea,Haliclona cinerea
Haliclona (Rhizoniera) rosea,Haliclona rosea
Haliclona (Haliclona) simulans,Haliclona simulans
Haliclona (Reniera) tubifera,Haliclona tubifera
Haliclona turquoisia,Haliclona turquoisia
Haliclona (Soestella) xena,Haliclona xena
Haliclystus salpinx,Haliclystus salpinx
Haliclystus tenuis,Haliclystus tenuis
Halimeda incrassata,Halimeda incrassata
Halimede ochtodes,Halimede ochtodes
Halimede tyche,Halimede tyche
Haliotis cracherodii,Haliotis cracherodii
Haliotis cracherodii californiensis,Haliotis cracherodii
Haliotis discus,Haliotis discus
Haliotis discus hannai,Haliotis discus
Haliotis discus hannai,Haliotis discus hannai
Haliotis diversicolor,Haliotis diversicolor
Haliotis diversicolor squamata,Haliotis diversicolor
Haliotis fulgens,Haliotis fulgens
Haliotis fulgens turveri,Haliotis fulgens
Haliotis gigantea,Haliotis gigantea
Haliotis laevigata,Haliotis laevigata
Haliotis rufescens,Haliotis rufescens
Haliotis rugosa pustulata,Haliotis rugosa
Haliotis rugosa rugosa,Haliotis rugosa
Haliotis rugosa,Haliotis rugosa
Haliotis rugosa pustulata,Haliotis rugosa pustulata
Haliotis tuberculata,Haliotis tuberculata
Halisarca dujardinii,Halisarca dujardinii
Haliscera bigelowi,Haliscera bigelowi
Haloa japonica,Haloa japonica
Halocynthia roretzi,Halocynthia roretzi
Halodule uninervis,Halodule uninervis
Halodule wrightii,Halodule wrightii
Halophila decipiens,Halophila decipiens
Halophila ovalis,Halophila ovalis
Halophila stipulacea,Halophila stipulacea
Halopteris plagiocampa,Halopteris plagiocampa
Halosaurus ovenii,Halosaurus ovenii
Halosiphon tomentosus,Halosiphon tomentosus
Halothrix lumbricalis,Halothrix lumbricalis
Hamimaera hamigera,Hamimaera hamigera
Lamprohaminoea ovalis,Haminoea cyanomarginata
Haloa japonica,Haminoea japonica
Lamprohaminoea ovalis,Haminoea ovalis
Haminella solitaria,Haminoea solitaria
Haplopoma graniferum,Haplopoma graniferum
Haplopoma impressum,Haplopoma impressum
Haplosyllis spongicola,Haplosyllis spongicola
Harmothoe minuta,Harmothoe minuta
Haynesina germanica,Haynesina germanica
Hebella scandens,Hebella scandens
Hediste diversicolor,Hediste diversicolor
Hemiaulus sinensis,Hemiaulus sinensis
Hemibagrus nemurus,Hemibagrus nemurus
Hemichromis bimaculatus,Hemichromis bimaculatus
Hemichromis guttatus,Hemichromis guttatus
Hemichromis letourneuxi,Hemichromis letourneuxi
Hemiculter leucisculus,Hemiculter leucisculus
Hemidactylus mabouia,Hemidactylus mabouia
Hemidiscus cuneiformis,Hemidiscus cuneiformis
Hemidiscus cuneiformis f. cuneiformis,Hemidiscus cuneiformis
Hemigrapsus penicillatus,Hemigrapsus penicillatus
Hemigrapsus sanguineus,Hemigrapsus sanguineus
Hemigrapsus takanoi,Hemigrapsus takanoi
Hemimysis anomala,Hemimysis anomala
Hemiramphus far,Hemiramphus far
Hemitaurichthys zoster,Hemitaurichthys zoster
Heniochus acuminatus,Heniochus acuminatus
Heniochus diphreutes,Heniochus diphreutes
Heniochus intermedius,Heniochus intermedius
Heniochus singularius,Heniochus singularius
Heniochus varius,Heniochus varius
Herdmania mauritiana,Herdmania mauritiana
Herdmania momus,Herdmania momus
Herdmania pallida,Herdmania pallida
Heritiera littoralis,Heritiera littoralis
Herklotsichthys punctatus,Herklotsichthys punctatus
Herklotsichthys quadrimaculatus,Herklotsichthys quadrimaculatus
Hermodice carunculata,Hermodice carunculata
Heros severus,Heros severus
Herposiphonia parca,Herposiphonia parca
Hesionides arenaria,Hesionides arenaria
Hesperibalanus fallax,Hesperibalanus fallax
Heterandria formosa,Heterandria formosa
Heterocapsa circularisquama,Heterocapsa circularisquama
Heterocapsa rotundata,Heterocapsa rotundata
Heterocope caspia,Heterocope caspia
Heterodinium milneri,Heterodinium milneri
Heterodontus zebra,Heterodontus zebra
Heterolaophonte hamondi,Heterolaophonte hamondi
Heteromastus filiformis,Heteromastus filiformis
Heteropia glomerosa,Heteropia glomerosa
Heteropneustes fossilis,Heteropneustes fossilis
Heteropriacanthus cruentatus,Heteropriacanthus cruentatus
Heteropsyllus nunni,Heteropsyllus nunni
Heterosaccus dollfusi,Heterosaccus dollfusi
Heterosigma akashiwo,Heterosigma akashiwo
Heterostegina depressa,Heterostegina depressa
Hexapleomera robusta,Hexapleomera robusta
Hexaplex trunculus,Hexaplex trunculus
Hiatella arctica,Hiatella arctica
Hibiscus moscheutos,Hibiscus moscheutos
Hieraaetus pennatus,Hieraaetus pennatus
Hildenbrandia crouaniorum,Hildenbrandia crouaniorum
Hildenbrandia occidentalis,Hildenbrandia occidentalis
Hillea fusiformis,Hillea fusiformis
Himantopus himantopus,Himantopus himantopus
Himantopus mexicanus,Himantopus mexicanus
Himantura uarnak,Himantura uarnak
Hinemoa indica,Hinemoa indica
Hippaliosina acutirostris,Hippaliosina acutirostris
Hippocampus coronatus,Hippocampus coronatus
Hippocampus kuda,Hippocampus fuscus
Hippocampus hippocampus,Hippocampus hippocampus
Hippocampus kuda,Hippocampus kuda
Hippoglossus hippoglossus,Hippoglossus hippoglossus
Hippoglossus stenolepis,Hippoglossus stenolepis
Hippolyte zostericola,Hippolyte zostericola
Hippopodina feegeensis,Hippopodina
Hippopodina tahitiensis,Hippopodina
Hippopodina iririkiensis,Hippopodina
Hippopodina bernardi,Hippopodina
Hippopodina californica,Hippopodina
Hippopodina ambita,Hippopodina
Hippopodina adunca,Hippopodina
Hippopodina irregularis,Hippopodina
Hippopodina feegeensis,Hippopodina feegeensis
Hippopodina iririkiensis,Hippopodina iririkiensis
Hippopodina tahitiensis,Hippopodina tahitiensis
Hippoporina indica,Hippoporina indica
Hippopus porcellanus,Hippopus porcellanus
Histioneis crateriformis,Histioneis crateriformis
Histrionicus histrionicus,Histrionicus histrionicus
Holacanthus africanus,Holacanthus africanus
Holacanthus ciliaris,Holacanthus ciliaris
Holacanthus passer,Holacanthus passer
Holacanthus tricolor,Holacanthus tricolor
Holmesimysis costata,Holmesimysis costata
Holocentrus adscensionis,Holocentrus adscensionis
Holopsamma crassa,Holopsamma crassa
Holopsamma crassa var. clathrata,Holopsamma crassa
Homarus americanus,Homarus americanus
Homarus gammarus,Homarus gammarus
Honckenya peploides,Honckenya peploides
Hoplangia durotrix,Hoplangia durotrix
Hoplolatilus fourmanoiri,Hoplolatilus fourmanoiri
Hoplolatilus marcosi,Hoplolatilus marcosi
Horabagrus brachysoma,Horabagrus brachysoma
Huismaniella ramellosa,Huismaniella ramellosa
Huso huso,Huso huso
Hyastenus hilgendorfi,Hyastenus hilgendorfi
Hyastenus spinosus,Hyastenus spinosus
Hyattella intestinalis,Hyattella intestinalis
Hyblaea puera,Hyblaea puera
Hybognathus placitus,Hybognathus placitus
Hyboscolex longiseta,Hyboscolex longiseta
Hydroclathrus clathratus,Hydroclathrus clathratus
Hydrocotyle bonariensis,Hydrocotyle bonariensis
Hydroides brachyacantha,Hydroides brachyacantha
Hydroides crucigera,Hydroides crucigera
Hydroides dianthus,Hydroides dianthus
Hydroides dipoma,Hydroides dipoma
Hydroides dirampha,Hydroides dirampha
Hydroides elegans,Hydroides elegans
Hydroides ezoensis,Hydroides ezoensis
Hydroides heterocera,Hydroides heterocera
Hydroides homoceros,Hydroides homoceros
Hydroides minax,Hydroides minax
Hydroides norvegica,Hydroides norvegica
Hydroides operculata,Hydroides operculata
Hydroides sanctaecrucis,Hydroides sanctaecrucis
Hymeniacidon agminata,Hymeniacidon agminata
Hymeniacidon perlevis,Hymeniacidon perlevis
Hymeniacidon perlevis,Hymeniacidon sinapium
Hyotissa hyotis,Hyotissa hyotis
Hyotissa inermis,Hyotissa inermis
Hypania invalida,Hypania invalida
Hypaniola kowalewskii,Hypaniola kowalewskii
Hyperacanthomysis longirostris,Hyperacanthomysis longirostris
Hypnea cervicornis,Hypnea cervicornis
Hypnea cornuta,Hypnea cornuta
Hypnea esperi,Hypnea esperi
Hypnea flagelliformis,Hypnea flagelliformis
Hypnea musciformis,Hypnea musciformis
Hypnea musciformis var. esperi,Hypnea musciformis
Hypnea musciformis var. intricata,Hypnea musciformis
Hypnea musciformis var. fasciculata,Hypnea musciformis
Hypnea musciformis var. spinulosa,Hypnea musciformis
Hypnea musciformis var. nuda,Hypnea musciformis
Hypnea spicifera,Hypnea spicifera
Hypnea spinella,Hypnea spinella
Hypnea valentiae,Hypnea valentiae
Hypnea variabilis,Hypnea variabilis
Hypoglossum caloglossoides,Hypoglossum caloglossoides
Hypomesus nipponensis,Hypomesus nipponensis
Hypomesus olidus,Hypomesus olidus
Hypomesus transpacificus,Hypomesus transpacificus
Hypophthalmichthys molitrix,Hypophthalmichthys molitrix
Hypophthalmichthys nobilis,Hypophthalmichthys nobilis
Hyporhamphus capensis,Hyporhamphus
Hyporhamphus regularis,Hyporhamphus
Hyporhamphus melanochir,Hyporhamphus
Hyporhamphus quoyi,Hyporhamphus
Hyporhamphus australis,Hyporhamphus
Hyporhamphus dussumieri,Hyporhamphus
Hyporhamphus neglectissimus,Hyporhamphus
Hyporhamphus unicuspis,Hyporhamphus
Hyporhamphus affinis,Hyporhamphus
Hyporhamphus snyderi,Hyporhamphus
Hyporhamphus limbatus,Hyporhamphus
Hyporhamphus unifasciatus,Hyporhamphus
Hyporhamphus gilli,Hyporhamphus
Hyporhamphus meeki,Hyporhamphus
Hyporhamphus neglectus,Hyporhamphus
Hyporhamphus acutus acutus,Hyporhamphus
Hyporhamphus ihi,Hyporhamphus
Hyporhamphus roberti roberti,Hyporhamphus
Hyporhamphus sajori,Hyporhamphus
Hyporhamphus balinensis,Hyporhamphus
Hyporhamphus rosae,Hyporhamphus
Hyporhamphus naos,Hyporhamphus
Hyporhamphus sindensis,Hyporhamphus
Hyporhamphus erythrorinchus,Hyporhamphus
Hyporhamphus picarti,Hyporhamphus
Hyporhamphus gamberur,Hyporhamphus
Hyporhamphus acutus pacificus,Hyporhamphus
Hyporhamphus intermedius,Hyporhamphus
Hyporhamphus regularis ardelio,Hyporhamphus
Hyporhamphus xanthopterus,Hyporhamphus
Hyporhamphus improvisus,Hyporhamphus
Hyporhamphus paucirastris,Hyporhamphus
Hyporhamphus melanopterus,Hyporhamphus
Hyporhamphus yuri,Hyporhamphus
Hyporhamphus gernaerti,Hyporhamphus
Hyporhamphus roberti hildebrandi,Hyporhamphus
Hyporhamphus affinis,Hyporhamphus affinis
Hypostomus ventromaculatus,Hypostomus
Hypostomus ventromaculatus,Hypostomus ventromaculatus
Hypselodoris infucata,Hypselodoris infucata
Hypsoblennius invemar,Hypsoblennius invemar
Hypsoblennius ionthas,Hypsoblennius ionthas
Hypsopsetta guttulata,Hypsopsetta guttulata
Hypsypops rubicundus,Hypsypops rubicundus
Hyrtios erectus,Hyrtios erectus
Hysterocarpus traskii,Hysterocarpus traskii
Iais californica,Iais californica
Ictalurus furcatus,Ictalurus furcatus
Icterus galbula,Icterus galbula
Idas simpsoni,Idas simpsoni
Idotea metallica,Idotea metallica
Idotea neglecta,Idotea neglecta
Idyella pallidula,Idyella pallidula
Incisocalliope aestuarius,Incisocalliope aestuarius
Incisocalliope derzhavini,Incisocalliope derzhavini
Indothais blanfordi,Indothais blanfordi
Indothais lacera,Indothais lacera
Indothais sacellum,Indothais sacellum
Iniistius pavo,Iniistius pavo
Insulodrilus lacustris,Insulodrilus
Insulodrilus parviseta,Insulodrilus
Insulodrilus breviatria,Insulodrilus
Insulodrilus unisetoides,Insulodrilus
Iolaea neofelixoides,Iolaea neofelixoides
Iphione muricata,Iphione muricata
Ischadium recurvum,Ischadium recurvum
Ischyrocerus anguipes,Ischyrocerus anguipes
Ischyrocerus commensalis,Ischyrocerus commensalis
Isochrysis galbana,Isochrysis galbana
Isognomon bicolor,Isognomon bicolor
Isognomon ephippium,Isognomon ephippium
Isognomon legumen,Isognomon legumen
Isognomon radiatus,Isognomon radiatus
Isolda pulchella,Isolda pulchella
Istiompax indica,Istiompax indica
Isurus paucus,Isurus paucus
Ixa monodi,Ixa monodi
Jacana jacana,Jacana jacana
Jaera (Jaera) istri,Jaera istri
Jania longifurca,Jania longifurca
Janira maculosa,Janira maculosa
Antiopella cristata,Janolus cristatus
Janolus hyalinus,Janolus hyalinus
Janua heterostropha,Janua heterostropha
Jassa falcata,Jassa falcata
Jassa marmorata,Jassa marmorata
Jassa morinoi,Jassa morinoi
Jassa slatteryi,Jassa slatteryi
Jassa staudei,Jassa staudei
Jasus lalandii,Jasus lalandii
Jaydia queketti,Jaydia queketti
Jaydia smithi,Jaydia smithi
Jellyella tuberculata,Jellyella tuberculata
Jordanella floridae,Jordanella floridae
Junco hyemalis,Junco hyemalis
Juncus acutus,Juncus acutus
Juncus gerardii,Juncus gerardii
Juncus maritimus,Juncus maritimus
Kappaphycus procrusteanus,Kappaphycus
Kappaphycus cottonii,Kappaphycus
Kappaphycus striatus,Kappaphycus
Kappaphycus alvarezii,Kappaphycus
Kappaphycus inermis,Kappaphycus
Kappaphycus alvarezii,Kappaphycus alvarezii
Kappaphycus striatus,Kappaphycus striatus
Kapraunia schneideri,Kapraunia schneideri
Karenia brevis,Karenia brevis
Karenia brevisulcata,Karenia brevisulcata
Karenia mikimotoi,Karenia mikimotoi
Karenia papilionacea,Karenia papilionacea
Karenia longicanalis,Karenia umbella
Karlodinium veneficum,Karlodinium veneficum
Katamysis warpachowskyi,Katamysis warpachowskyi
Kellicottia bostoniensis,Kellicottia bostoniensis
Keratella tropica,Keratella tropica
Kirchenpaueria halecioides,Kirchenpaueria halecioides
Kirkegaardia dorsobranchialis,Kirkegaardia dorsobranchialis
Knipowitschia caucasica,Knipowitschia caucasica
Koinostylochus ostreophagus,Koinostylochus ostreophagus
Kuhlia rupestris,Kuhlia rupestris
Kuzmelina kusnezowi,Kuzmelina kusnezowi
Kyphosus incisor,Kyphosus incisor
Kyphosus vaigiensis,Kyphosus vaigiensis
Labeo calbasu,Labeo calbasu
Labeo rohita,Labeo rohita
Labidocera madurae,Labidocera madurae
Labidocera pavo,Labidocera pavo
Labyrinthula zosterae,Labyrinthula zosterae
Lactoria cornuta,Lactoria cornuta
Lagocephalus guentheri,Lagocephalus guentheri
Lagocephalus lagocephalus,Lagocephalus lagocephalus
Lagocephalus lagocephalus oceanicus,Lagocephalus lagocephalus
Lagocephalus lunaris,Lagocephalus lunaris
Lagocephalus sceleratus,Lagocephalus sceleratus
Lagocephalus spadiceus,Lagocephalus spadiceus
Lagocephalus suezensis,Lagocephalus suezensis
Laguncula pulchella,Laguncula pulchella
Laguncularia racemosa,Laguncularia racemosa
Laomedea calceolifera,Laomedea calceolifera
Laonice norgensis,Laonice norgensis
Laonome calida,Laonome calida
Laonome elegans,Laonome elegans
Laonome triangularis,Laonome triangularis
Lappanella fasciata,Lappanella fasciata
Larimichthys crocea,Larimichthys crocea
Larus dominicanus,Larus dominicanus
Larus occidentalis,Larus occidentalis
Lateolabrax japonicus,Lateolabrax japonicus
Laternula anatina,Laternula anatina
Laternula gracilis,Laternula gracilis
Lates calcarifer,Lates calcarifer
Laticauda colubrina,Laticauda colubrina
Laticorophium baconi,Laticorophium baconi
Laurencia brongniartii,Laurencia brongniartii
Laurencia chondrioides,Laurencia chondrioides
Laurencia dendroidea,Laurencia dendroidea
Laurencia okamurae,Laurencia okamurae
Leathesia marina,Leathesia difformis
Leathesia marina,Leathesia marina
Leiochrides australis,Leiochrides australis
Leiognathus berbis,Leiognathus berbis
Leiosolenus aristatus,Leiosolenus aristatus
Leiosolenus hanleyanus,Leiosolenus hanleyanus
Leiostomus xanthurus,Leiostomus xanthurus
Lemna trisulca,Lemna
Lennoxia faveolata,Lennoxia faveolata
Leodice antennata,Leodice antennata
Leonnates decipiens,Leonnates decipiens
Leonnates indicus,Leonnates indicus
Leonnates persicus,Leonnates persicus
Leostyletus misakiensis,Leostyletus misakiensis
Lepadella triptera,Lepadella triptera
Lepas (Anatifa) anatifera,Lepas anatifera
Lepas (Anatifa) anserifera,Lepas anserifera
Lepidochelys olivacea,Lepidochelys olivacea
Lepidodinium chlorophorum,Lepidodinium chlorophorum
Lepidonotus carinulatus,Lepidonotus carinulatus
Lepidonotus tenuisetosus,Lepidonotus tenuisetosus
Lepisosteus oculatus,Lepisosteus oculatus
Lepomis gibbosus,Lepomis gibbosus
Leptochela aculeocaudata,Leptochela aculeocaudata
Leptochela pugnax,Leptochela pugnax
Leptochiton cancellatus,Leptochiton cancellatus
Leptocylindrus minimus,Leptocylindrus minimus
Leptodora kindtii,Leptodora kindti
Leptojulis cyanopleura,Leptojulis cyanopleura
Leptomesochra tenuicornis,Leptomesochra tenuicornis
Lernaea cyprinacea cyprinacea,Lernaea cyprinacea
Lessardia elongata,Lessardia elongata
Leucandra compacta,Leucandra compacta
Leucaspius delineatus,Leucaspius delineatus
Leuciscus aspius,Leuciscus aspius
Leuciscus idus,Leuciscus idus
Leuciscus leuciscus,Leuciscus leuciscus
Leuciscus leuciscus baicalensis,Leuciscus leuciscus
Leucophytia bidentata,Leucophytia bidentata
Leucosolenia eleanor,Leucosolenia eleanor
Leucosolenia somesii,Leucosolenia somesii
Leucothoe micronesiae,Leucothoe micronesiae
Leucotina natalensis,Leucotina natalensis
Leuresthes sardina,Leuresthes sardina
Liagora viscida,Liagora viscida
Libinia dubia,Libinia dubia
Licornia diadema,Licornia diadema
Lienardia mighelsi,Lienardia mighelsi
Ligia oceanica,Ligia oceanica
Liloa mongii,Liloa mongii
Limaria orientalis,Limaria orientalis
Limia vittata,Limia vittata
Limnoithona sinensis,Limnoithona sinensis
Limnoria lignorum,Limnoria lignorum
Limnoria quadripunctata,Limnoria quadripunctata
Limnoria rugosissima,Limnoria rugosissima
Limnoria tripunctata,Limnoria tripunctata
Limonium vulgare,Limonium vulgare
Limopsis multistriata,Limopsis multistriata
Limulus polyphemus,Limulus polyphemus
Lingulodinium polyedra,Lingulodinium polyedra
Linopherus acarunculatus,Linopherus acarunculatus
Linopherus canariensis,Linopherus canariensis
Lioberus ligneus,Lioberus ligneus
Liocarcinus navigator,Liocarcinus navigator
Lioconcha fastigiata,Lioconcha fastigiata
Liriogramma sarcophagus,Liriogramma sarcophagus
Lissoclinum fragile,Lissoclinum fragile
Lithodes maja,Lithodes maja
Lithognathus mormyrus,Lithognathus mormyrus
Lithophyllum yessoense,Lithophyllum yessoense
Litosiphon laminariae,Litosiphon laminariae
Littoridinops monroensis,Littoridinops monroensis
Littorina compressa,Littorina compressa
Littorina littorea,Littorina littorea
Littorina saxatilis,Littorina saxatilis
Livoneca redmanii,Livoneca redmanii
Liza carinata,Liza carinata
Lobactis scutaria,Lobactis scutaria
Titanostrombus goliath,Lobatus goliath
Locustella luscinioides,Locustella luscinioides
Loimia medusa,Loimia medusa
Lomentaria clavellosa,Lomentaria clavellosa
Lomentaria hakodatensis,Lomentaria hakodatensis
Lomentaria orcadensis,Lomentaria orcadensis
Longibrachium atlanticum,Longibrachium atlanticum
Lutra canadensis provocax,Lontra provocax
Lophocladia lallemandii,Lophocladia lallemandii
Lophocladia trichoclados,Lophocladia trichoclados
Lophodytes cucullatus,Lophodytes cucullatus
Lota lota,Lota lota
Lovenella assimilis,Lovenella assimilis
Loxoconcha parvifoveata,Loxoconcha parvifoveata
Loxosomatoides laevis,Loxosomatoides laevis
Loxosomella antedonis,Loxosomella antedonis
Loxostomina costulata,Loxostomina costulata
Loxothylacus panopaei,Loxothylacus panopaei
Lucania parva,Lucania parva
Luidia magnifica,Luidia magnifica
Lumbrineris acutiformis,Lumbrineris acutiformis
Lumbrineris bifilaris,Lumbrineris bifilaris
Lumbrineris debilis,Lumbrineris debilis
Lumbrineris inflata,Lumbrineris inflata
Lumbrineris japonica,Lumbrineris japonica
Lumbrineris perkinsi,Lumbrineris perkinsi
Lumnitzera racemosa,Lumnitzera racemosa
Lusitanops cingulatus,Lusitanops cingulatus
Lutjanus analis,Lutjanus analis
Lutjanus argentimaculatus,Lutjanus argentimaculatus
Lutjanus fulviflamma,Lutjanus fulviflamma
Lutjanus fulvus,Lutjanus fulvus
Lutjanus gibbus,Lutjanus gibbus
Lutjanus guttatus,Lutjanus guttatus
Lutjanus jocu,Lutjanus jocu
Lutjanus kasmira,Lutjanus kasmira
Lutjanus sebae,Lutjanus sebae
Lycium carolinianum,Lycium
Lymnaea stagnalis,Lymnaea stagnalis
Lyngbya majuscula,Lyngbya majuscula
Lyrodus affinis,Lyrodus affinis
Lyrodus pedicellatus,Lyrodus pedicellatus
Lyrodus takanoshimensis,Lyrodus takanoshimensis
Lysidice collaris,Lysidice collaris
Lysidice unicornis,Lysidice unicornis
Lysmata californica,Lysmata californica
Macquaria colonorum,Macquaria colonorum
Macquaria novemaculeata,Macquaria novemaculeata
Macrobrachium rosenbergii,Macrobrachium rosenbergii
Macrocystis pyrifera,Macrocystis pyrifera
Macrognathus aculeatus,Macrognathus aculeatus
Macropodus opercularis,Macropodus opercularis
Macrorhynchia philippina,Macrorhynchia philippina
Mactra lilacea,Mactra lilacea
Mactra olorina,Mactra olorina
Maeotias marginata,Maeotias marginata
Maera grossimana,Maera grossimana
Magallana angulata,Magallana angulata
Magallana ariakensis,Magallana ariakensis
Magallana belcheri,Magallana belcheri
Magallana bilineata,Magallana bilineata
Magallana gigas,Magallana gigas
Magallana rivularis,Magallana rivularis
Magelona mirabilis,Magelona mirabilis
Malacoceros indicus,Malacoceros indicus
Malleus regula,Malleus regula
Manayunkia speciosa,Manayunkia speciosa
Mantoniella squamata,Mantoniella squamata
Maoricolpus roseus,Maoricolpus roseus
Marenzelleria viridis,Marenzelleria
Marenzelleria neglecta,Marenzelleria
Marenzelleria jonesi,Marenzelleria
Marenzelleria wireni,Marenzelleria
Marenzelleria arctia,Marenzelleria
Marenzelleria bastropi,Marenzelleria
Marenzelleria arctia,Marenzelleria arctia
Marenzelleria neglecta,Marenzelleria neglecta
Marenzelleria viridis,Marenzelleria viridis
Marenzelleria wireni,Marenzelleria wireni
Marginella glabella,Marginella glabella
Maritigrella fuscopunctata,Maritigrella fuscopunctata
Marivagia stellata,Marivagia stellata
Marmaronetta angustirostris,Marmaronetta angustirostris
Marphysa sanguinea,Marphysa sanguinea
Martesia striata,Martesia striata
Marthasterias glacialis,Marthasterias glacialis
Marthasterias glacialis f. rarispina,Marthasterias glacialis
Mastacembelus armatus,Mastacembelus armatus
Mastocarpus latissimus,Mastocarpus latissimus
Mastocarpus stellatus,Mastocarpus stellatus
Matuta victor,Matuta victor
Mayaheros urophthalmus,Mayaheros urophthalmus
Mecynocera clausi,Mecynocera clausi
Mediomastus californiensis,Mediomastus californiensis
Mediomastus capensis,Mediomastus capensis
Mediopyxis helysia,Mediopyxis helysia
Megabalanus coccopoma,Megabalanus coccopoma
Megabalanus rosa,Megabalanus rosa
Megabalanus tintinnabulum,Megabalanus tintinnabulum
Megabalanus tulipiformis,Megabalanus tulipiformis
Megalops atlanticus,Megalops atlanticus
Megasyllis nipponica,Megasyllis nipponica
Melampus floridanus,Melampus floridanus
Melanitta perspicillata,Melanitta perspicillata
Melanopsis tuberculata,Melanopsis tuberculata
Melanotaenia nigrans,Melanotaenia nigrans
Melanothamnus harveyi,Melanothamnus harveyi
Melanothamnus japonicus,Melanothamnus japonicus
Melanothamnus sphaerocarpus,Melanothamnus sphaerocarpus
Melibe viridis,Melibe viridis
Melinna palmata,Melinna palmata
Melita nitida,Melita nitida
Melita palmata,Melita palmata
Melita zeylanica,Melita zeylanica
